audit_idx,audit_dir,date,surface,slug,title,concern,file,start_line,end_line
4,"2026-08-04-16-m10-post-remediation","","public-api-and-types","with-variables-collect-target-inferred","with_variables relies on distant field inference for collect","note","crates/yamalgam-query/src/engine.rs",103,107
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","resolver-middleware-cannot-reach-most-documented-consumers","Resolver middleware cannot reach the documented CST and serde consumers","significant","crates/yamalgam-serde/src/de.rs",22,28
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","loader-resolution-policy-is-entirely-unwired","Deferred loader resolution policy is publicly accepted but never enforced","advisory","crates/yamalgam-core/src/loader.rs",32,48
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","loader-resolution-policy-is-entirely-unwired","Deferred loader resolution policy is publicly accepted but never enforced","advisory","docs/decisions/0006-loaderconfig-for-resource-limits-and-security-policy.md",152,156
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","loader-resolution-policy-is-entirely-unwired","Deferred loader resolution policy is publicly accepted but never enforced","advisory","docs/plans/README.md",152,155
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","lossless-cst-corrupts-eight-valid-flow-documents","The lossless CST duplicates closing tokens in eight valid YAML cases","significant","crates/yamalgam-compare/tests/cst_round_trip.rs",13,34
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","config-template-advertises-silently-ignored-settings","The shipped configuration template advertises settings the CLI deliberately ignores","moderate","config/yamalgam.toml.example",33,52
4,"2026-08-04-16-m10-post-remediation","","feature-completeness","multidocument-rustdoc-example-is-never-compiled","The sole multi-document rustdoc example is ignored and incomplete","note","crates/yamalgam-serde/src/de.rs",87,100
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","query-builder-rewalks-every-completed-node","The query builder allocates a depth stack and rewalks every completed node","significant","crates/yamalgam-query/src/value.rs",210,230
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","query-builder-rewalks-every-completed-node","The query builder allocates a depth stack and rewalks every completed node","significant","crates/yamalgam-query/src/build.rs",287,292
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","identity-inventory-allocates-path-node-per-map-key","Identity inventory builds a heap-backed YAML path node for every mapping key","advisory","crates/yamalgam-query/src/value.rs",763,780
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","string-range-retains-intermediate-string","String slicing allocates and copies through an intermediate String","advisory","crates/yamalgam-query/src/valt.rs",135,150
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","string-range-retains-intermediate-string","String slicing allocates and copies through an intermediate String","advisory","crates/yamalgam-query/src/valt.rs",477,484
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","parser-consumers-erase-concrete-hot-path-types","Parser consumers erase concrete event and resolver types on hot paths","note","crates/yamalgam-serde/src/de.rs",22,26
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","parser-consumers-erase-concrete-hot-path-types","Parser consumers erase concrete event and resolver types on hot paths","note","crates/yamalgam-parser/src/resolve.rs",125,136
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","parser-consumers-erase-concrete-hot-path-types","Parser consumers erase concrete event and resolver types on hot paths","note","crates/yamalgam-compose/src/lib.rs",97,102
4,"2026-08-04-16-m10-post-remediation","","runtime-performance","scanner-error-branches-remain-in-hot-functions","Scanner error construction remains inline in tokenization hot loops","note","crates/yamalgam-scanner/src/scanner.rs",354,375
4,"2026-08-04-16-m10-post-remediation","","supply-chain","xtask-unused-serde-and-toml","xtask retains two unused direct dependencies","note","xtask/Cargo.toml",14,15
4,"2026-08-04-16-m10-post-remediation","","supply-chain","yamlstar-pulls-unmaintained-dlopen-derive","Optional yamlstar benchmarks retain an unmaintained proc-macro dependency","advisory",".config/deny.toml",55,58
5,"2026-08-08-15-m10-fresh","","resource-limit-error-contract","resource-limit-checks-return-unstructured-strings","Public resource-limit checks erase structured limit details into strings","moderate","crates/yamalgam-core/src/loader.rs",224,234
5,"2026-08-08-15-m10-fresh","","comparison-fixture-input","compare-tree-parser-panics-on-nonascii-style","The public tree-format parser panics on a non-ASCII style character","moderate","crates/yamalgam-compare/src/tree_format.rs",202,215
5,"2026-08-08-15-m10-fresh","","comparison-fixture-input","test-suite-extractor-slices-inside-unicode-indentation","Unicode indentation can panic the YAML Test Suite extractor","moderate","crates/yamalgam-compare/src/test_case.rs",100,113
5,"2026-08-08-15-m10-fresh","","repository-dependency-policy","fuzz-workspace-escapes-dependency-policy","The excluded fuzz graph bypasses dependency policy and retains a stale lockfile","advisory",".justfile",20,22
5,"2026-08-08-15-m10-fresh","","repository-dependency-policy","fuzz-workspace-escapes-dependency-policy","The excluded fuzz graph bypasses dependency policy and retains a stale lockfile","advisory","Cargo.toml",1,4
5,"2026-08-08-15-m10-fresh","","repository-dependency-policy","fuzz-workspace-escapes-dependency-policy","The excluded fuzz graph bypasses dependency policy and retains a stale lockfile","advisory","fuzz/Cargo.toml",1,12
5,"2026-08-08-15-m10-fresh","","repository-dependency-policy","fuzz-workspace-escapes-dependency-policy","The excluded fuzz graph bypasses dependency policy and retains a stale lockfile","advisory","fuzz/Cargo.lock",428,439
5,"2026-08-08-15-m10-fresh","","scanner-presentation-metadata","scanner-never-populates-atom-presentation-metadata","Scanner exposes atom metadata but always returns defaults","moderate","crates/yamalgam-scanner/src/scanner.rs",290,307
5,"2026-08-08-15-m10-fresh","","scanner-presentation-metadata","scanner-never-populates-atom-presentation-metadata","Scanner exposes atom metadata but always returns defaults","moderate","docs/decisions/0002-preserve-atom-concept-for-cst-fidelity.md",15,17
5,"2026-08-08-15-m10-fresh","","scanner-presentation-metadata","scanner-never-populates-atom-presentation-metadata","Scanner exposes atom metadata but always returns defaults","moderate","docs/decisions/0002-preserve-atom-concept-for-cst-fidelity.md",27,34
6,"2026-08-09-13-m11-final-review","","resource-identity-and-policy","scheme-relative-ref-becomes-local-file","Scheme-relative URI references are misclassified as absolute file paths","significant","crates/yamalgam-resolve/src/resource.rs",275,282
6,"2026-08-09-13-m11-final-review","","resource-identity-and-policy","include-uri-bypasses-relative-selector-contract","URI-form include selectors bypass the relative-path restriction","moderate","crates/yamalgam-resolve/src/include.rs",252,259
6,"2026-08-09-13-m11-final-review","","resource-identity-and-policy","resource-id-public-variants-bypass-canonical-invariants","Public ResourceId variants bypass canonical identity invariants","moderate","crates/yamalgam-resolve/src/resource.rs",16,24
6,"2026-08-09-13-m11-final-review","","filesystem-retrieval-and-discovery","file-policy-checks-race-path-reopen","File policy and size checks race a second pathname open","significant","crates/yamalgam-resolve/src/retriever/file.rs",219,247
6,"2026-08-09-13-m11-final-review","","filesystem-retrieval-and-discovery","symlink-discovery-skips-alias-policy","Symlink discovery applies file policy only to the canonical target","significant","crates/yamalgam-resolve/src/retriever/file.rs",181,191
6,"2026-08-09-13-m11-final-review","","filesystem-retrieval-and-discovery","recursive-file-discovery-has-no-depth-bound","Recursive directory discovery can exhaust the thread stack","moderate","crates/yamalgam-resolve/src/retriever/file.rs",181,200
6,"2026-08-09-13-m11-final-review","","filesystem-retrieval-and-discovery","symlink-aliases-make-glob-results-enumeration-dependent","Canonical symlink visitation makes glob results depend on read_dir order","moderate","crates/yamalgam-resolve/src/retriever/file.rs",158,188
6,"2026-08-09-13-m11-final-review","","filesystem-retrieval-and-discovery","discovery-results-do-not-enforce-deterministic-order","Shared sessions trust custom retriever discovery order","moderate","crates/yamalgam-resolve/src/session.rs",575,590
6,"2026-08-09-13-m11-final-review","","yaml-graph-integrity","imported-anchor-prefix-can-collide-with-root","Predictable imported anchor prefixes can collide with existing root anchors","significant","crates/yamalgam-resolve/src/session.rs",1055,1056
6,"2026-08-09-13-m11-final-review","","yaml-graph-integrity","fragment-self-containment-ignores-anchor-binding-order","Fragment self-containment checks names but not alias binding order","moderate","crates/yamalgam-resolve/src/anchors.rs",8,33
6,"2026-08-09-13-m11-final-review","","session-and-query-runtime","run-local-resolution-keys-collide-across-contexts","Resolution session keys collide across RunCtx instances","significant","crates/yamalgam-query/src/engine.rs",142,153
6,"2026-08-09-13-m11-final-review","","session-and-query-runtime","slurp-drops-resolution-base","Slurp drops the resolution base for newly constructed directives","moderate","crates/yamalgam/src/commands/query.rs",605,625
6,"2026-08-09-13-m11-final-review","","session-and-query-runtime","caught-resolution-error-remains-terminal","The typed-error side channel makes caught resolution errors fatal","moderate","crates/yamalgam-query/src/runtime_resolution.rs",140,149
6,"2026-08-09-13-m11-final-review","","session-and-query-runtime","query-resolution-conversion-recurses-without-configured-bound","Explicit resolution recursively converts query values without a real bound","significant","crates/yamalgam-query/src/resolution.rs",388,411
6,"2026-08-09-13-m11-final-review","","resolution-reporting","automatic-resolution-failure-discards-report","Automatic resolution failures discard the accumulated report","significant","crates/yamalgam-query/src/resolution.rs",111,115
6,"2026-08-09-13-m11-final-review","","resolution-reporting","resolution-report-retains-raw-secret-reference","Public resolution diagnostics retain raw credential-bearing references","significant","crates/yamalgam-resolve/src/report.rs",118,134
6,"2026-08-09-13-m11-final-review","","resolution-reporting","collection-report-never-records-matches","Glob and directory resolution reports discard their match sets","moderate","crates/yamalgam-resolve/src/session.rs",599,611
6,"2026-08-09-13-m11-final-review","","resolution-efficiency","owned-nodes-clone-resource-identities-per-node","Owned nodes clone resource identity buffers for every node","significant","crates/yamalgam-resolve/src/document.rs",204,208
6,"2026-08-09-13-m11-final-review","","resolution-efficiency","include-mapping-merge-is-quadratic","Mapping include merges scan all prior keys for every entry","significant","crates/yamalgam-resolve/src/include.rs",498,511
6,"2026-08-09-13-m11-final-review","","dependency-hygiene","resolver-directly-depends-on-unused-scanner","yamalgam-resolve directly depends on the unused scanner crate","advisory","crates/yamalgam-resolve/Cargo.toml",21,21
7,"2026-08-09-1537-m11-post-remediation","","resolution-policy-and-graph-integrity","relative-includes-can-retrieve-non-file-schemes","Relative includes can retrieve non-filesystem resources","significant","crates/yamalgam-resolve/src/session.rs",1277,1292
7,"2026-08-09-1537-m11-post-remediation","","resolution-policy-and-graph-integrity","explicit-only-sessions-skip-root-anchor-reservation","Explicit-only sessions do not reserve anchors from the complete root","significant","crates/yamalgam-resolve/src/session.rs",99,120
7,"2026-08-09-1537-m11-post-remediation","","resolution-policy-and-graph-integrity","builtin-resolver-mixes-caller-and-session-configs","BuiltinResolver enforces two different loader configurations","significant","crates/yamalgam-resolve/src/builtin.rs",58,90
7,"2026-08-09-1537-m11-post-remediation","","resolution-policy-and-graph-integrity","builtin-resolver-mixes-caller-and-session-configs","BuiltinResolver enforces two different loader configurations","significant","crates/yamalgam-resolve/src/builtin.rs",28,33
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","resolution-cache-bypasses-session-byte-budget","Resolution caches bypass the session-wide byte budget","significant","crates/yamalgam-resolve/src/session.rs",870,899
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","resolution-cache-bypasses-session-byte-budget","Resolution caches bypass the session-wide byte budget","significant","crates/yamalgam-resolve/src/session.rs",60,71
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","resolution-cache-bypasses-session-byte-budget","Resolution caches bypass the session-wide byte budget","significant","crates/yamalgam-core/src/loader.rs",455,465
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","glob-discovery-scans-entire-base","Filesystem discovery visits and buffers unbounded entries","moderate","crates/yamalgam-resolve/src/retriever/file.rs",373,388
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","glob-discovery-scans-entire-base","Filesystem discovery visits and buffers unbounded entries","moderate","crates/yamalgam-resolve/src/retriever/file.rs",230,241
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","glob-discovery-scans-entire-base","Filesystem discovery visits and buffers unbounded entries","moderate","crates/yamalgam-resolve/src/retriever/mod.rs",58,67
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","symlink-aliases-consume-match-limit-before-deduplication","Symlink aliases can falsely exceed the discovery match ceiling","moderate","crates/yamalgam-resolve/src/retriever/file.rs",179,197
7,"2026-08-09-1537-m11-post-remediation","","session-budgets-and-discovery","symlink-aliases-consume-match-limit-before-deduplication","Symlink aliases can falsely exceed the discovery match ceiling","moderate","crates/yamalgam-resolve/src/retriever/file.rs",419,420
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","caught-resolution-errors-accumulate-until-run-end","Caught resolution errors accumulate in thread-local storage","moderate","crates/yamalgam-query/src/runtime_resolution.rs",142,185
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","post-resolution-conversion-drops-session-report","Post-resolution conversion failures discard the session report","moderate","crates/yamalgam-query/src/resolution.rs",119,137
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","direct-include-preflight-can-omit-the-failed-report-edge","Direct include preflight failures can disappear from ResolutionReport","moderate","crates/yamalgam-resolve/src/session.rs",408,435
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","direct-include-preflight-can-omit-the-failed-report-edge","Direct include preflight failures can disappear from ResolutionReport","moderate","crates/yamalgam-resolve/src/session.rs",483,501
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","resolved-owned-tree-conversion-remains-recursive","Resolved YAML output conversion can still overflow the thread stack","significant","crates/yamalgam-query/src/resolution.rs",323,342
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","resolved-owned-tree-conversion-remains-recursive","Resolved YAML output conversion can still overflow the thread stack","significant","crates/yamalgam-query/src/resolution.rs",272,282
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","resolved-owned-tree-conversion-remains-recursive","Resolved YAML output conversion can still overflow the thread stack","significant","crates/yamalgam-query/src/resolution.rs",562,565
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","query-session-assignment-recurses-without-a-bound","Query session annotation recursively traverses unbounded values","significant","crates/yamalgam-query/src/resolution.rs",248,268
7,"2026-08-09-1537-m11-post-remediation","","query-runtime-and-reporting","query-session-assignment-recurses-without-a-bound","Query session annotation recursively traverses unbounded values","significant","crates/yamalgam-query/src/engine.rs",151,158
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","leading-document-marker-shifts-lsp-document-indexes","A leading YAML document marker shifts every LSP document index","significant","docs/yg/language-server.md",164,171
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","leading-document-marker-shifts-lsp-document-indexes","A leading YAML document marker shifts every LSP document index","significant","crates/yamalgam-lsp/src/completion.rs",101,109
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","leading-document-marker-shifts-lsp-document-indexes","A leading YAML document marker shifts every LSP document index","significant","crates/yamalgam-lsp/src/definition.rs",243,252
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","leading-document-marker-shifts-lsp-document-indexes","A leading YAML document marker shifts every LSP document index","significant","crates/yamalgam-lsp/src/diagnostics.rs",229,235
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","leading-document-marker-shifts-lsp-document-indexes","A leading YAML document marker shifts every LSP document index","significant","crates/yamalgam-lsp/src/document.rs",117,119
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","sequence-item-schema-context-is-unreachable","Sequence-item schemas are unreachable from completion and hover","significant","record/superpowers/plans/2026-08-09-m12-schema-validation-lsp.md",1307,1310
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","sequence-item-schema-context-is-unreachable","Sequence-item schemas are unreachable from completion and hover","significant","crates/yamalgam-lsp/src/completion.rs",23,29
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","sequence-item-schema-context-is-unreachable","Sequence-item schemas are unreachable from completion and hover","significant","crates/yamalgam-lsp/src/completion.rs",134,142
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","sequence-item-schema-context-is-unreachable","Sequence-item schemas are unreachable from completion and hover","significant","crates/yamalgam-lsp/src/completion.rs",159,170
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","ropey-unicode-lines-desynchronize-lsp-positions","Ropey defaults broaden line splitting beyond the LSP position model","moderate","crates/yamalgam-cst/Cargo.toml",12,12
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","documented-example-hover-is-not-implemented","Documented JSON Schema example hover is not implemented","moderate","docs/yg/language-server.md",166,166
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","documented-example-hover-is-not-implemented","Documented JSON Schema example hover is not implemented","moderate","crates/yamalgam-schema/src/navigation.rs",24,43
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","documented-example-hover-is-not-implemented","Documented JSON Schema example hover is not implemented","moderate","crates/yamalgam-lsp/src/hover.rs",34,53
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","lsp-cancellation-cannot-interrupt-work-and-retains-request-ids","LSP cancellation cannot interrupt active work and retains completed request IDs","moderate","crates/yamalgam-lsp/src/server.rs",52,61
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","lsp-cancellation-cannot-interrupt-work-and-retains-request-ids","LSP cancellation cannot interrupt active work and retains completed request IDs","moderate","crates/yamalgam-lsp/src/server.rs",116,143
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","lsp-cancellation-cannot-interrupt-work-and-retains-request-ids","LSP cancellation cannot interrupt active work and retains completed request IDs","moderate","crates/yamalgam-lsp/src/server.rs",197,209
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","stdio-error-path-can-hang-joining-reader","The stdio error path can hang while joining the reader thread","moderate","crates/yamalgam-lsp/src/server.rs",28,33
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","stdio-error-path-can-hang-joining-reader","The stdio error path can hang while joining the reader thread","moderate","crates/yamalgam-lsp/src/server.rs",52,66
8,"2026-08-11-07-m12-full-repo","","lsp-semantic-positioning","lsp-definition-resource-errors-erased","Definition lookup converts resource failures into a successful not-found result","moderate","crates/yamalgam-lsp/src/definition.rs",67,93
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-validator-cache-key-erases-identity-and-options","The validator cache key drops canonical identity and diagnostic options","significant","crates/yamalgam-lsp/src/diagnostics.rs",48,58
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-validator-cache-key-erases-identity-and-options","The validator cache key drops canonical identity and diagnostic options","significant","crates/yamalgam-resolve/src/resource.rs",159,169
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-native-adapter-unbounded-recursion","Native schema materialization recurses without an input depth bound","significant","crates/yamalgam-schema/src/value.rs",318,346
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-diagnostic-cap-does-not-bound-work","Diagnostic limit caps retention but not validation work","significant","crates/yamalgam-schema/src/schema.rs",171,206
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-diagnostic-cap-does-not-bound-work","Diagnostic limit caps retention but not validation work","significant","crates/yamalgam-schema/src/diagnostic.rs",46,68
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-session-holds-global-lock-across-retrieval","SchemaSession holds its global cache lock across retrieval and parsing","moderate","crates/yamalgam-schema/src/retrieval.rs",122,126
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-session-holds-global-lock-across-retrieval","SchemaSession holds its global cache lock across retrieval and parsing","moderate","crates/yamalgam-schema/src/retrieval.rs",267,299
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-session-holds-global-lock-across-retrieval","SchemaSession holds its global cache lock across retrieval and parsing","moderate","crates/yamalgam-schema/src/retrieval.rs",346,365
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-session-cache-clones-located-documents","Schema cache hits deep-clone documents before checking the validator cache","moderate","crates/yamalgam-schema/src/retrieval.rs",272,275
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-session-cache-clones-located-documents","Schema cache hits deep-clone documents before checking the validator cache","moderate","crates/yamalgam-lsp/src/diagnostics.rs",53,58
8,"2026-08-11-07-m12-full-repo","","schema-runtime-boundaries","schema-navigation-recompiles-patterns-per-request","Schema navigation recompiles every patternProperties regex on each lookup","advisory","crates/yamalgam-schema/src/navigation.rs",351,355
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","recovering-cst-span-normalization-is-quadratic","Recovery parsing recomputes spans with repeated prefix scans","significant","crates/yamalgam-cst/src/recovery.rs",78,87
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","recovering-cst-span-normalization-is-quadratic","Recovery parsing recomputes spans with repeated prefix scans","significant","crates/yamalgam-cst/src/recovery.rs",118,130
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","recovering-cst-span-normalization-is-quadratic","Recovery parsing recomputes spans with repeated prefix scans","significant","crates/yamalgam-cst/src/recovery.rs",198,217
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-didchange-rebuilds-full-document-stages","Each LSP change repeats full-document copies and composition","significant","crates/yamalgam-cst/src/incremental.rs",82,100
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-didchange-rebuilds-full-document-stages","Each LSP change repeats full-document copies and composition","significant","crates/yamalgam-lsp/src/document.rs",58,76
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-didchange-rebuilds-full-document-stages","Each LSP change repeats full-document copies and composition","significant","crates/yamalgam-lsp/src/document.rs",91,101
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-didchange-rebuilds-full-document-stages","Each LSP change repeats full-document copies and composition","significant","crates/yamalgam-schema/src/selection.rs",185,195
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-diagnostic-positioning-recopies-source","Diagnostic range conversion repeatedly allocates document strings","significant","crates/yamalgam-lsp/src/diagnostics.rs",127,143
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-diagnostic-positioning-recopies-source","Diagnostic range conversion repeatedly allocates document strings","significant","crates/yamalgam-lsp/src/diagnostics.rs",211,226
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-diagnostic-positioning-recopies-source","Diagnostic range conversion repeatedly allocates document strings","significant","crates/yamalgam-cst/src/incremental.rs",70,74
8,"2026-08-11-07-m12-full-repo","","editor-update-cost","lsp-diagnostic-positioning-recopies-source","Diagnostic range conversion repeatedly allocates document strings","significant","crates/yamalgam-cst/src/incremental.rs",139,160
8,"2026-08-11-07-m12-full-repo","","located-value-model","located-value-allows-invalid-parallel-shapes","Public located values permit mismatched semantic and location trees","moderate","crates/yamalgam-core/src/located.rs",5,20
8,"2026-08-11-07-m12-full-repo","","located-value-model","located-value-allows-invalid-parallel-shapes","Public located values permit mismatched semantic and location trees","moderate","crates/yamalgam-core/src/located.rs",60,80
8,"2026-08-11-07-m12-full-repo","","located-value-model","located-composition-clones-location-subtrees","Value-only composition builds and repeatedly clones location subtrees","moderate","crates/yamalgam-compose/src/lib.rs",269,276
8,"2026-08-11-07-m12-full-repo","","located-value-model","located-composition-clones-location-subtrees","Value-only composition builds and repeatedly clones location subtrees","moderate","crates/yamalgam-compose/src/lib.rs",392,399
8,"2026-08-11-07-m12-full-repo","","retrieval-and-dependency-lifecycle","http-worker-panic-result-discarded","HTTP worker panics are silently discarded during shutdown","moderate","crates/yamalgam-resolve/src/retriever/http.rs",144,156
8,"2026-08-11-07-m12-full-repo","","retrieval-and-dependency-lifecycle","librebar-http-enables-unused-tokio-subsystems","Librebar HTTP activates Tokio signal and macro features unused by retrieval","advisory","crates/yamalgam-resolve/Cargo.toml",15,18
9,"2026-08-12-10-m13-release-candidate","","release-distribution-surface","tagged-release-copies-nonexistent-binary","Tagged releases copy a binary target that does not exist","significant",".github/workflows/cd.yml",139,144
9,"2026-08-12-10-m13-release-candidate","","release-distribution-surface","tagged-release-copies-nonexistent-binary","Tagged releases copy a binary target that does not exist","significant",".github/workflows/cd.yml",17,19
9,"2026-08-12-10-m13-release-candidate","","release-distribution-surface","tagged-release-copies-nonexistent-binary","Tagged releases copy a binary target that does not exist","significant","crates/yamalgam/Cargo.toml",27,33
9,"2026-08-12-10-m13-release-candidate","","release-distribution-surface","distribution-wrappers-target-old-executable","Optional distribution wrappers still target the old executable name","moderate",".github/formula.rb.tmpl",30,40
9,"2026-08-12-10-m13-release-candidate","","release-distribution-surface","distribution-wrappers-target-old-executable","Optional distribution wrappers still target the old executable name","moderate","npm/yamalgam/index.js",21,22
9,"2026-08-12-10-m13-release-candidate","","native-emission-surface","emitter-fragment-indent-allocates-before-limit-check","Fragment indentation can panic or exhaust memory before output limits run","moderate","crates/yamalgam-emit/src/emitter.rs",626,629
9,"2026-08-12-10-m13-release-candidate","","native-emission-surface","emitter-forces-borrowed-events-owned","The emitter copies borrowed payloads before immediate rendering","significant","crates/yamalgam-emit/src/emitter.rs",354,369
9,"2026-08-12-10-m13-release-candidate","","native-emission-surface","emitter-plain-scalars-use-scratch-buffer","Plain string scalars are copied through an unnecessary buffer","significant","crates/yamalgam-emit/src/scalar.rs",46,52
9,"2026-08-12-10-m13-release-candidate","","native-emission-surface","core-value-emission-collects-every-mapping","Core Value emission allocates an entry vector for every mapping","moderate","crates/yamalgam-emit/src/value.rs",74,86
9,"2026-08-12-10-m13-release-candidate","","concurrency-coordination-surface","cross-key-schema-reentry-deadlock","Cross-key retriever reentry can deadlock a schema session","moderate","crates/yamalgam-schema/src/retrieval.rs",386,393
9,"2026-08-12-10-m13-release-candidate","","concurrency-coordination-surface","cross-key-schema-reentry-deadlock","Cross-key retriever reentry can deadlock a schema session","moderate","crates/yamalgam-schema/src/retrieval.rs",457,464
9,"2026-08-12-10-m13-release-candidate","","concurrency-coordination-surface","validator-cache-miss-double-charges-schema-budget","Concurrent validator cache misses double-charge shared schema budgets","moderate","crates/yamalgam-lsp/src/diagnostics.rs",66,77
9,"2026-08-12-10-m13-release-candidate","","concurrency-coordination-surface","validator-cache-miss-double-charges-schema-budget","Concurrent validator cache misses double-charge shared schema budgets","moderate","crates/yamalgam-schema/src/retrieval.rs",724,739
9,"2026-08-12-10-m13-release-candidate","","concurrency-coordination-surface","in-place-rename-overwrites-concurrent-source-change","Atomic in-place replacement silently overwrites concurrent source changes","critical","crates/yamalgam/src/commands/query.rs",307,316
9,"2026-08-12-10-m13-release-candidate","","concurrency-coordination-surface","in-place-rename-overwrites-concurrent-source-change","Atomic in-place replacement silently overwrites concurrent source changes","critical","crates/yamalgam/src/commands/query.rs",893,904
9,"2026-08-12-10-m13-release-candidate","","source-editing-performance-surface","splice-mapping-origin-search-is-quadratic","Mapping splice reconciliation rescans every original entry","significant","crates/yamalgam-query/src/edit.rs",1786,1805
9,"2026-08-12-10-m13-release-candidate","","source-editing-performance-surface","schema-preflight-builds-diagnostics-on-success","Schema preflight eagerly clones diagnostic paths for every node","moderate","crates/yamalgam-schema/src/preflight.rs",109,119
9,"2026-08-12-10-m13-release-candidate","","source-editing-performance-surface","lsp-changes-copy-and-rebuild-whole-document","Each LSP change rebuilds every text representation","moderate","crates/yamalgam-lsp/src/document.rs",68,84
9,"2026-08-12-10-m13-release-candidate","","type-and-index-design-surface","serde-tag-resolver-unnecessary-dynamic-dispatch","Serde deserialization boxes a statically known tag resolver","advisory","crates/yamalgam-serde/src/de.rs",46,50
9,"2026-08-12-10-m13-release-candidate","","type-and-index-design-surface","scalar-index-rehashes-randomized-fingerprints","Scalar mapping lookups hash every key twice","advisory","crates/yamalgam-core/src/value.rs",63,73
10,"2026-08-12-15-m13-post-remediation","","output-resource-surface","json-renderer-allocates-before-output-limit","JSON rendering enforces its output limit only after allocating the full result","moderate","crates/yamalgam-query/src/emit/json.rs",12,21
